nomor_cabai,gambar,Panjang_Cabai,berat_cabai,kadar_air,label
5,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 5a_6_2.jpg,6.7,2.07,28.99,Sedang
10,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 10b_5_1.jpg,5.7,2.11,28.91,Sedang
6,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 6b_6_2.jpg,5.7,2.09,31.1,Sedang
30,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 30b_4_2.jpg,4.9,2.18,25.23,Sedang
11,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 11b_6_1.jpg,5.5,1.81,34.81,Sedang
29,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 29a_4_1.jpg,5.2,2.1,20.48,Sedang
32,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 32b_3_2.jpg,6.4,4.03,32.1,Sedang
6,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 6b_5_1.jpg,5.7,1.91,24.61,Sedang
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 24b_5_2.jpg,7.0,3.37,31.15,Sedang
27,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 27b_5_1.jpg,6.3,2.37,23.63,Sedang
14,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 14a_5_2.jpg,6.3,1.95,26.15,Sedang
2,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 2a_6_1.jpg,6.3,1.97,22.34,Sedang
10,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 10b_4_2.jpg,5.7,2.33,25.6,Sedang
32,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 32b_2_1.jpg,6.4,3.55,22.82,Sedang
1,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 1a_4_1.jpg,6.0,1.85,18.38,Sedang
8,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 8b_6_1.jpg,5.5,1.74,36.78,Sedang
19,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 19b_6_2.jpg,6.0,2.26,32.3,Sedang
17,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 17a_4_2.jpg,5.8,2.71,29.8,Sedang
7,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 7a_1_2.jpg,5.4,1.76,19.89,Sedang
3,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 3a_4_1.jpg,6.2,2.64,27.27,Sedang
16,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 16b_3_2.jpg,5.6,2.39,35.1,Sedang
17,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 17b_6_2.jpg,5.8,2.41,21.16,Sedang
3,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 3a_4_1.jpg,6.2,2.64,27.27,Sedang
18,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 18b_6_1.jpg,6.0,1.85,20.54,Sedang
26,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 26b_4_2.jpg,5.7,2.25,24.44,Sedang
15,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 15b_6_2.jpg,4.9,1.99,18.59,Sedang
30,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 30b_4_2.jpg,4.9,2.18,25.23,Sedang
10,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 10b_5_1.jpg,5.7,2.11,28.91,Sedang
1,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 1a_4_1.jpg,6.0,1.85,18.38,Sedang
22,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 22b_5_2.jpg,4.9,1.18,42.37,Sedang
28,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 28_4_2.jpg,6.2,2.77,23.1,Sedang
28,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 28b_1_2.jpg,6.2,2.87,25.78,Sedang
18,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 18a_4_2.jpg,6.0,2.12,30.6,Sedang
27,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 27a_4_2.jpg,6.3,2.27,20.26,Sedang
1,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 1b_4_2.jpg,6.0,1.99,24.12,Sedang
29,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 29b_0_1.jpg,5.2,2.25,25.7,Sedang
29,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 29a_5_2.jpg,5.2,2.17,23.04,Sedang
8,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 8a_6_2.jpg,5.5,1.63,32.52,Sedang
1,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 1b_5_2.jpg,6.0,1.92,21.35,Sedang
4,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 4b_4_1.jpg,5.5,0.98,48.98,Sedang
4,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 4b_4_1.jpg,5.5,0.98,48.98,Sedang
27,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 27b_4_2.jpg,6.3,2.56,29.29,Sedang
13,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 13a_4_2.jpg,6.8,3.0,21.0,Sedang
18,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 18b_5_2.jpg,6.0,2.02,27.23,Sedang
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 24b_5_2.jpg,7.0,3.23,28.17,Sedang
24,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 24b_5_2.jpg,7.0,2.95,21.36,Sedang
3,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 3a_4_1.jpg,6.2,2.55,24.71,Sedang
10,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 10b_4_2.jpg,5.7,2.33,25.6,Sedang
22,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 22b_6_2.jpg,4.9,1.26,46.03,Sedang
20,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 20a_4_2.jpg,7.7,3.99,22.81,Sedang
23,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 23b_4_2.jpg,5.7,2.49,25.3,Sedang
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 24b_5_2.jpg,7.0,3.37,31.15,Sedang
11,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 11a_4_2.jpg,5.5,1.62,27.16,Sedang
28,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 28b_1_2.jpg,6.2,2.87,25.78,Sedang
10,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 10a_6_a.jpg,5.7,2.01,25.37,Sedang
14,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 14b_5_2.jpg,6.3,2.06,30.1,Sedang
1,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 1a_4_1.jpg,6.0,1.85,18.38,Sedang
14,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 14a_5_2.jpg,6.3,1.95,26.15,Sedang
18,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 18b_6_1.jpg,6.0,1.85,20.54,Sedang
4,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 4b_4_1.jpg,5.5,0.98,48.98,Sedang
18,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 18b_5_2.jpg,6.0,2.02,27.23,Sedang
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 24b_5_2.jpg,7.0,3.23,28.17,Sedang
27,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 27b_1_2.jpg,6.3,2.46,26.42,Sedang
25,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 25b_3_2.jpg,5.6,2.17,25.81,Sedang
6,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 6b_5_1.jpg,5.7,1.91,24.61,Sedang
23,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 23b_5_2.jpg,5.7,2.39,22.18,Sedang
27,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 27a_4_2.jpg,6.3,2.27,20.26,Sedang
27,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 27b_5_1.jpg,6.3,2.37,23.63,Sedang
8,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 8b_6_1.jpg,5.5,1.74,36.78,Sedang
25,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 25b_3_2.jpg,5.6,2.17,25.81,Sedang
31,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 31a_7_2.jpg,4.8,2.04,25.49,Sedang
25,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 25b_5_2.jpg,5.6,2.37,32.06,Sedang
8,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 8b_4_2.jpg,5.5,1.85,40.54,Sedang
25,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 25b_5_2.jpg,5.6,2.37,32.06,Sedang
6,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 6b_3_1.jpg,5.7,1.82,20.88,Sedang
13,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 13a_4_2.jpg,6.8,3.0,21.0,Sedang
4,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 4a_5_1.jpg,5.5,0.9,44.44,Sedang
18,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 18b_5_2.jpg,6.0,2.02,27.23,Sedang
10,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 10b_5_1.jpg,5.7,2.11,28.91,Sedang
12,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 12_5_1.jpg,6.0,1.78,15.17,Sedang
11,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 11b_6_1.jpg,5.5,1.81,34.81,Sedang
27,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 27a_4_2.jpg,6.3,2.27,20.26,Sedang
18,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 18a_4_2.jpg,6.0,2.12,30.6,Sedang
3,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 3b_5_1.jpg,6.2,2.45,21.63,Sedang
8,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 8b_4_2.jpg,5.5,1.85,40.54,Sedang
4,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 4b_4_1.jpg,5.5,0.98,48.98,Sedang
23,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 23b_6_2.jpg,5.7,2.3,19.13,Sedang
3,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 31_6_1.jpg,6.2,2.36,18.64,Sedang
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28_6_1.jpg,6.2,2.58,17.44,Sedang
18,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 18c_0_2.jpg,6.0,2.38,38.2,Segar
17,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.8,2.83,32.82,Segar
12,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 12b_0_1.jpg,6.0,2.24,32.58,Segar
8,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 8b_0_2.jpg,5.5,2.42,54.54,Segar
6,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 6b_0_2.jpg,5.7,2.19,34.24,Segar
20,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 20a_0_2.jpg,7.7,4.51,31.7,Segar
11,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 11a_0_1.jpg,5.5,2.28,48.2,Segar
7,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 7b_0_2.jpg,5.4,2.28,38.15,Segar
1,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,6.0,2.14,29.43,Segar
23,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 23b_1_2.jpg,5.7,2.88,35.41,Segar
9,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 9a_0_2.jpg,6.6,3.0,43.33,Segar
27,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 27b_1_2.jpg,6.3,2.84,36.26,Segar
10,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 10a_1_1.jpg,5.7,2.55,41.17,Segar
31,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 31b_0_2.jpg,4.8,2.66,42.85,Segar
2,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 2c_0_2.jpg,6.3,2.33,34.33,Segar
32,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 32b_1_2.jpg,6.4,4.6,40.43,Segar
7,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 7b_0_2.jpg,5.4,2.17,35.02,Segar
2,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 2c_0_2.jpg,6.3,2.33,34.33,Segar
8,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.5,2.18,49.54,Segar
10,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.7,2.78,46.0,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4b_0_1.jpg,5.5,1.22,59.01,Segar
23,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 23b_0_2.jpg,5.7,2.47,24.69,Segar
8,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 8a_1_2.jpg,5.5,2.06,46.6,Segar
29,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 29b_1_1.jpg,5.2,2.32,28.01,Segar
10,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 10a_1_1.jpg,5.7,2.55,41.17,Segar
21,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 21b_1_2.jpg,7.0,2.29,96.06,Segar
25,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 25b_2_1.jpg,5.6,2.45,34.28,Segar
22,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 22b_5_2.jpg,4.9,1.47,25.37,Segar
15,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 15a_0_2.jpg,4.9,2.65,38.86,Segar
23,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 23c_0_2.jpg,5.7,2.68,30.59,Segar
18,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 18c_0_2.jpg,6.0,2.38,38.2,Segar
1,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1a_0_1.jpg,6.0,2.4,37.08,Segar
26,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 26a_0_2.jpg,5.7,2.57,33.85,Segar
8,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.5,2.18,49.54,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4b_0_1.jpg,5.5,1.22,59.01,Segar
23,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 23b_0_2.jpg,5.7,2.47,24.69,Segar
13,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 13c_1_1.jpg,6.8,3.31,28.39,Segar
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 24b_0_2.jpg,7.0,3.94,41.11,Segar
18,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 18b_0_2.jpg,6.0,2.48,40.72,Segar
31,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 31b_0_2.jpg,4.8,2.66,42.85,Segar
13,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 13a_0_2.jpg,6.8,3.51,32.47,Segar
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28b_1_2.jpg,6.2,3.16,32.59,Segar
10,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 10a_2_1.jpg,5.7,2.43,38.2,Segar
15,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 15a_0_2.jpg,4.9,2.65,38.86,Segar
29,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 29b_0_2.jpg,5.2,2.6,35.76,Segar
27,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 27b_1_2.jpg,6.3,2.84,36.26,Segar
7,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 7b_0_2.jpg,5.4,2.28,38.15,Segar
29,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 29b_2_1.jpg,5.2,2.4,30.41,Segar
10,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 10a_1_1.jpg,5.7,2.55,41.17,Segar
10,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 10a_1_1.jpg,5.7,2.55,41.17,Segar
2,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 2c_0_2.jpg,6.3,2.33,34.33,Segar
10,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.7,2.78,46.0,Segar
5,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 5a_0_2.jpg,6.7,2.55,42.35,Segar
14,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 14f_0_2.jpg,6.3,2.67,46.6,Segar
6,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 6b_0_2.jpg,5.7,2.19,34.24,Segar
7,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.4,2.09,32.55,Segar
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28a_2_2.jpg,6.2,3.07,30.61,Segar
1,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1a_0_2.jpg,6.0,2.3,34.34,Segar
5,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 5a_2_1.jpg,6.7,2.44,39.75,Segar
2,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 2c_0_2.jpg,6.3,2.33,34.33,Segar
7,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 7b_0_2.jpg,5.4,2.28,38.15,Segar
8,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 8a_1_2.jpg,5.5,2.06,46.6,Segar
23,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 23b_0_2.jpg,5.7,2.47,24.69,Segar
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 24b_0_2.jpg,7.0,3.5,33.71,Segar
25,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 25b_0_2.jpg,5.6,2.81,42.7,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4b_2_2.jpg,5.5,1.13,55.75,Segar
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 2b_0_2.jpg,7.0,3.78,38.62,Segar
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28b_3_2.jpg,6.2,2.96,28.04,Segar
32,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 32b_0_2.jpg,6.4,4.83,43.27,Segar
15,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,4.9,2.33,30.47,Segar
30,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 30a_0_2.jpg,4.9,2.53,35.57,Segar
12,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 12a_2_1.jpg,6.0,2.18,30.7,Segar
20,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 20a_0_2.jpg,7.7,4.51,31.7,Segar
11,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 11b_0_1.jpg,5.5,2.0,41.0,Segar
12,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 12b_0_1.jpg,6.0,2.24,32.58,Segar
13,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 13a_0_2.jpg,6.8,3.62,34.53,Segar
29,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 29b_1_1.jpg,5.2,2.32,28.01,Segar
10,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 10a_1_1.jpg,5.7,2.55,41.17,Segar
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 24b_0_2.jpg,7.0,3.94,41.11,Segar
25,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 25b_0_2.jpg,5.6,2.81,42.7,Segar
18,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 18c_0_2.jpg,6.0,2.38,38.2,Segar
14,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 14c_1_2.jpg,6.3,2.36,38.9,Segar
1,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_1.jpg,6.0,2.23,32.28,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4b_2_2.jpg,5.5,1.13,55.75,Segar
18,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 18b_2_2.jpg,6.0,2.21,33.84,Segar
19,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 19b_0_1.jpg,6.0,2.6,41.15,Segar
15,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,4.9,2.33,30.47,Segar
17,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.8,3.06,37.9,Segar
13,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 13a_0_2.jpg,6.8,3.62,34.53,Segar
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28b_1_2.jpg,6.2,3.16,32.59,Segar
7,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 7b_0_2.jpg,5.4,2.28,38.15,Segar
5,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 5a_0_2.jpg,6.7,2.55,42.35,Segar
6,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 6a_1_1.jpg,5.7,2.52,42.85,Segar
2,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 2a_1_2.jpg,6.3,2.63,41.82,Segar
27,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 27b_0_2.jpg,6.3,2.96,38.85,Segar
27,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 27b_1_2.jpg,6.3,2.64,31.49,Segar
13,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 13a_0_2.jpg,6.8,3.62,34.53,Segar
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 24b_0_2.jpg,7.0,3.64,36.26,Segar
19,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 19b_1_2.jpg,6.0,2.49,38.55,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4b_0_2.jpg,5.5,1.38,63.76,Segar
30,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 30b_1_1.jpg,4.9,2.55,36.07,Segar
15,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,4.9,2.33,30.47,Segar
13,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 13a_1_1.jpg,6.8,3.41,30.49,Segar
10,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 10a_2_1.jpg,5.7,2.43,38.2,Segar
20,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 20b_2_1.jpg,7.7,4.25,37.52,Segar
10,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 10a_0_1.jpg,5.7,2.66,43.6,Segar
32,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 32a_1_2.jpg,6.4,4.22,35.07,Segar
1,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1a_0_2.jpg,6.0,2.3,34.34,Segar
29,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 29b_1_1.jpg,5.2,2.32,28.01,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4b_0_2.jpg,5.5,1.38,63.76,Segar
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 24b_0_2.jpg,7.0,3.94,41.11,Segar
12,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 12a_0_1.jpg,6.0,2.51,39.8,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4a_0_2.jpg,5.5,1.25,60.0,Segar
29,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 29b_1_2.jpg,5.2,2.47,32.38,Segar
15,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 15a_2_2.jpg,4.9,2.53,35.96,Segar
13,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 13a_0_2.jpg,6.8,3.51,32.47,Segar
6,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 6b_1_1.jpg,5.7,2.28,36.84,Segar
25,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 25b_0_2.jpg,5.6,2.67,39.7,Segar
1,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_1.jpg,6.0,2.23,32.28,Segar
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28b_3_2.jpg,6.2,2.96,28.04,Segar
26,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 26b_1_2.jpg,5.7,2.48,31.45,Segar
23,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 23c_0_2.jpg,5.7,2.68,30.59,Segar
18,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 18b_0_2.jpg,6.0,2.48,40.72,Segar
26,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 26a_0_2.jpg,5.7,2.57,33.85,Segar
10,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.7,2.78,46.0,Segar
25,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 25b_0_2.jpg,5.6,2.67,39.7,Segar
31,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 31b_0_2.jpg,4.8,2.66,42.85,Segar
17,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.8,3.06,37.9,Segar
9,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 9a_0_2.jpg,6.6,3.0,43.33,Segar
14,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 14c_1_2.jpg,6.3,2.36,38.9,Segar
9,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 9a_0_2.jpg,6.6,3.0,43.33,Segar
27,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 27b_0_2.jpg,6.3,2.96,38.85,Segar
1,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1a_0_2.jpg,6.0,2.3,34.34,Segar
21,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 21b_2_1.jpg,7.0,3.15,34.28,Segar
29,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 29b_0_2.jpg,5.2,2.6,35.76,Segar
8,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 8a_1_2.jpg,5.5,2.06,46.6,Segar
27,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 27b_1_2.jpg,6.3,2.84,36.26,Segar
22,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 22b_2_2.jpg,4.9,1.66,59.03,Segar
1,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_1.jpg,6.0,2.23,32.28,Segar
6,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 6a_1_2.jpg,5.7,2.38,39.49,Segar
15,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,4.9,2.43,33.3,Segar
3,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 3a_0_2.jpg,6.2,3.07,37.45,Segar
15,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 15a_0_2.jpg,4.9,2.65,38.86,Segar
21,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 21b_1_2.jpg,7.0,2.29,96.06,Segar
12,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 12b_0_1.jpg,6.0,2.24,32.58,Segar
25,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 25b_1_2.jpg,5.6,2.57,37.35,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4a_0_2.jpg,5.5,1.25,60.0,Segar
31,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 31b_0_2.jpg,4.8,2.66,42.85,Segar
