nomor_cabai,gambar,berat_cabai,kadar_air,label
30,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 30a_7_0.png,2.28,6.58,kering
30,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 30a_7_1.png,2.28,6.58,kering
30,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 30a_7_2.png,2.28,6.58,kering
30,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 30a_8_0.png,2.13,6.58,kering
30,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 30a_8_1.png,2.13,6.58,kering
30,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 30a_8_2.png,2.13,6.58,kering
30,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 30b_6_0.png,2.41,11.62,kering
30,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 30b_6_1.png,2.41,11.62,kering
30,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 30b_6_2.png,2.41,11.62,kering
30,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 30b_7_0.png,2.28,6.58,kering
30,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 30b_7_1.png,2.28,6.58,kering
30,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 30b_7_2.png,2.28,6.58,kering
30,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 30b_8_0.png,2.13,6.58,kering
30,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 30b_8_1.png,2.13,6.58,kering
30,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 30b_8_2.png,2.13,6.58,kering
31,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 31a_6_0.png,3.23,10.53,kering
31,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 31a_6_1.png,3.23,10.53,kering
31,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 31a_6_2.png,3.23,10.53,kering
31,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 31a_7_0.png,3.05,5.25,kering
31,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 31a_7_1.png,3.05,5.25,kering
31,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 31a_7_2.png,3.05,5.25,kering
31,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 31a_8_0.png,2.89,5.25,kering
31,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 31a_8_1.png,2.89,5.25,kering
31,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 31a_8_2.png,2.89,5.25,kering
31,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 31b_6_0.png,3.23,10.53,kering
31,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 31b_6_1.png,3.23,10.53,kering
31,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 31b_6_2.png,3.23,10.53,kering
31,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 31b_7_0.png,3.05,5.25,kering
31,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 31b_7_1.png,3.05,5.25,kering
31,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 31b_7_2.png,3.05,5.25,kering
31,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 31b_8_0.png,2.89,5.25,kering
31,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 31b_8_1.png,2.89,5.25,kering
31,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 31b_8_2.png,2.89,5.25,kering
32,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 32a_6_0.png,2.05,39.51,kering
32,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 32a_6_1.png,2.05,39.51,kering
32,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 32a_6_2.png,2.05,39.51,kering
32,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 32a_7_0.png,1.39,10.79,kering
32,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 32a_7_1.png,1.39,10.79,kering
32,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 32a_7_2.png,1.39,10.79,kering
32,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 32a_8_0.png,1.24,10.79,kering
32,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 32a_8_1.png,1.24,10.79,kering
32,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 32a_8_2.png,1.24,10.79,kering
32,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 32b_6_0.png,2.05,39.51,kering
32,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 32b_6_1.png,2.05,39.51,kering
32,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 32b_6_2.png,2.05,39.51,kering
32,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 32b_7_0.png,1.39,10.79,kering
32,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 32b_7_1.png,1.39,10.79,kering
32,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 32b_7_2.png,1.39,10.79,kering
32,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 32b_8_0.png,1.24,10.79,kering
32,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 32b_8_1.png,1.24,10.79,kering
32,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 32b_8_2.png,1.24,10.79,kering
33,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 33a_6_0.png,1.6,19.38,kering
33,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 33a_6_1.png,1.6,19.38,kering
33,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 33a_6_2.png,1.6,19.38,kering
33,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 33a_7_0.png,1.45,11.03,kering
33,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 33a_7_1.png,1.45,11.03,kering
33,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 33a_7_2.png,1.45,11.03,kering
33,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 33a_8_0.png,1.29,11.03,kering
33,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 33a_8_1.png,1.29,11.03,kering
33,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 33a_8_2.png,1.29,11.03,kering
33,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 33b_6_0.png,1.6,19.38,kering
33,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 33b_6_1.png,1.6,19.38,kering
33,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 33b_6_2.png,1.6,19.38,kering
33,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 33b_7_0.png,1.45,11.03,kering
33,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 33b_7_1.png,1.45,11.03,kering
33,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 33b_7_2.png,1.45,11.03,kering
33,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 33b_8_0.png,1.29,11.03,kering
33,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 33b_8_1.png,1.29,11.03,kering
33,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 33b_8_2.png,1.29,11.03,kering
34,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 34a_6_0.png,1.24,11.29,kering
34,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 34a_6_1.png,1.24,11.29,kering
34,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 34a_6_2.png,1.24,11.29,kering
34,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 34a_7_0.png,1.17,5.98,kering
34,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 34a_7_1.png,1.17,5.98,kering
34,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 34a_7_2.png,1.17,5.98,kering
34,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 34a_8_0.png,1.1,5.98,kering
34,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 34a_8_1.png,1.1,5.98,kering
34,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 34a_8_2.png,1.1,5.98,kering
34,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 34b_6_0.png,1.24,11.29,kering
34,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 34b_6_1.png,1.24,11.29,kering
34,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 34b_6_2.png,1.24,11.29,kering
34,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 34b_7_0.png,1.17,5.98,kering
34,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 34b_7_1.png,1.17,5.98,kering
34,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 34b_7_2.png,1.17,5.98,kering
34,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 34b_8_0.png,1.1,5.98,kering
34,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 34b_8_1.png,1.1,5.98,kering
34,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 34b_8_2.png,1.1,5.98,kering
1,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 1a_3_0.png,4.28,16.82,sedang
1,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 1a_3_1.png,4.28,16.82,sedang
1,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 1a_3_2.png,4.28,16.82,sedang
1,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 1a_4_0.png,4.14,14.01,sedang
1,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 1a_4_1.png,4.14,14.01,sedang
1,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 1a_4_2.png,4.14,14.01,sedang
1,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 1a_5_0.png,4.03,11.66,sedang
1,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 1a_5_1.png,4.03,11.66,sedang
1,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 1a_5_2.png,4.03,11.66,sedang
1,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 1b_3_0.png,4.28,16.82,sedang
1,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 1b_3_1.png,4.28,16.82,sedang
1,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 1b_3_2.png,4.28,16.82,sedang
1,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 1b_4_0.png,4.14,14.01,sedang
1,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 1b_4_1.png,4.14,14.01,sedang
1,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 1b_4_2.png,4.14,14.01,sedang
1,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 1b_5_0.png,4.03,11.66,sedang
1,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 1b_5_1.png,4.03,11.66,sedang
1,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 1b_5_2.png,4.03,11.66,sedang
2,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 2a_3_0.png,2.36,21.19,sedang
2,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 2a_3_1.png,2.36,21.19,sedang
2,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 2a_3_2.png,2.36,21.19,sedang
2,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 2a_4_0.png,2.27,18.06,sedang
2,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 2a_4_1.png,2.27,18.06,sedang
2,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 2a_4_2.png,2.27,18.06,sedang
2,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 2a_5_0.png,2.18,14.68,sedang
2,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 2a_5_1.png,2.18,14.68,sedang
2,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 2a_5_2.png,2.18,14.68,sedang
2,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 2b_3_0.png,2.36,21.19,sedang
2,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 2b_3_1.png,2.36,21.19,sedang
2,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 2b_3_2.png,2.36,21.19,sedang
2,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 2b_4_0.png,2.27,18.06,sedang
2,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 2b_4_1.png,2.27,18.06,sedang
2,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 2b_4_2.png,2.27,18.06,sedang
2,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 2b_5_0.png,2.18,14.68,sedang
2,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 2b_5_1.png,2.18,14.68,sedang
2,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 2b_5_2.png,2.18,14.68,sedang
3,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 3a_3_0.png,2.62,21.37,sedang
3,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 3a_3_1.png,2.62,21.37,sedang
3,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 3a_3_2.png,2.62,21.37,sedang
3,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 3a_4_0.png,2.5,17.6,sedang
3,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 3a_4_1.png,2.5,17.6,sedang
3,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 3a_4_2.png,2.5,17.6,sedang
3,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 3a_5_0.png,2.41,14.52,sedang
3,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 3a_5_1.png,2.41,14.52,sedang
3,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 3a_5_2.png,2.41,14.52,sedang
3,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 3b_3_0.png,2.62,21.37,sedang
3,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 3b_3_1.png,2.62,21.37,sedang
3,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 3b_3_2.png,2.62,21.37,sedang
3,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 3b_4_0.png,2.5,17.6,sedang
3,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 3b_4_1.png,2.5,17.6,sedang
3,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 3b_4_2.png,2.5,17.6,sedang
3,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 3b_5_0.png,2.41,14.52,sedang
3,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 3b_5_1.png,2.41,14.52,sedang
3,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 3b_5_2.png,2.41,14.52,sedang
4,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 4a_3_0.png,3.03,19.8,sedang
4,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 4a_3_1.png,3.03,19.8,sedang
4,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 4a_3_2.png,3.03,19.8,sedang
4,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 4a_4_0.png,2.9,16.21,sedang
4,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 4a_4_1.png,2.9,16.21,sedang
4,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 4a_4_2.png,2.9,16.21,sedang
4,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 4a_5_0.png,2.8,13.21,sedang
4,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 4a_5_1.png,2.8,13.21,sedang
4,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 4a_5_2.png,2.8,13.21,sedang
4,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 4b_3_0.png,3.03,19.8,sedang
4,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 4b_3_1.png,3.03,19.8,sedang
4,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 4b_3_2.png,3.03,19.8,sedang
4,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 4b_4_0.png,2.9,16.21,sedang
4,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 4b_4_1.png,2.9,16.21,sedang
4,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 4b_4_2.png,2.9,16.21,sedang
4,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 4b_5_0.png,2.8,13.21,sedang
4,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 4b_5_1.png,2.8,13.21,sedang
4,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 4b_5_2.png,2.8,13.21,sedang
5,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 5a_3_0.png,4.72,16.74,sedang
5,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 5a_3_1.png,4.72,16.74,sedang
5,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 5a_3_2.png,4.72,16.74,sedang
5,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 5a_4_0.png,2.54,-54.72,sedang
5,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 5a_4_1.png,2.54,-54.72,sedang
5,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 5a_4_2.png,2.54,-54.72,sedang
5,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 5a_5_0.png,4.39,10.48,sedang
5,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 5a_5_1.png,4.39,10.48,sedang
5,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 5a_5_2.png,4.39,10.48,sedang
5,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 5b_3_0.png,4.72,16.74,sedang
5,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 5b_3_1.png,4.72,16.74,sedang
5,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 5b_3_2.png,4.72,16.74,sedang
5,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 5b_4_0.png,2.54,-54.72,sedang
5,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 5b_4_1.png,2.54,-54.72,sedang
5,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 5b_4_2.png,2.54,-54.72,sedang
5,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 5b_5_0.png,4.39,10.48,sedang
5,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 5b_5_1.png,4.39,10.48,sedang
5,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 5b_5_2.png,4.39,10.48,sedang
6,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 6a_3_0.png,3.12,22.12,sedang
6,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 6a_3_1.png,3.12,22.12,sedang
6,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 6a_3_2.png,3.12,22.12,sedang
6,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 6a_4_0.png,2.95,17.63,sedang
6,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 6a_4_1.png,2.95,17.63,sedang
6,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 6a_4_2.png,2.95,17.63,sedang
6,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 6a_5_0.png,2.82,13.83,sedang
6,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 6a_5_1.png,2.82,13.83,sedang
6,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 6a_5_2.png,2.82,13.83,sedang
6,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 6b_3_0.png,3.12,22.12,sedang
6,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 6b_3_1.png,3.12,22.12,sedang
6,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 6b_3_2.png,3.12,22.12,sedang
6,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 6b_4_0.png,2.95,17.63,sedang
6,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 6b_4_1.png,2.95,17.63,sedang
6,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 6b_4_2.png,2.95,17.63,sedang
6,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 6b_5_0.png,2.82,13.83,sedang
6,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 6b_5_1.png,2.82,13.83,sedang
6,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 6b_5_2.png,2.82,13.83,sedang
7,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 7a_3_0.png,2.79,26.88,sedang
7,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 7a_3_1.png,2.79,26.88,sedang
7,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 7a_3_2.png,2.79,26.88,sedang
7,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 7a_4_0.png,2.66,23.31,sedang
7,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 7a_4_1.png,2.66,23.31,sedang
7,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 7a_4_2.png,2.66,23.31,sedang
7,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 7a_5_0.png,2.54,19.69,sedang
7,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 7a_5_1.png,2.54,19.69,sedang
7,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 7a_5_2.png,2.54,19.69,sedang
7,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 7b_3_0.png,2.79,26.88,sedang
7,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 7b_3_1.png,2.79,26.88,sedang
7,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 7b_3_2.png,2.79,26.88,sedang
7,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 7b_4_0.png,2.66,23.31,sedang
7,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 7b_4_1.png,2.66,23.31,sedang
7,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 7b_4_2.png,2.66,23.31,sedang
7,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 7b_5_0.png,2.54,19.69,sedang
7,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 7b_5_1.png,2.54,19.69,sedang
7,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 7b_5_2.png,2.54,19.69,sedang
8,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 8a_3_0.png,5.02,16.93,sedang
8,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 8a_3_1.png,5.02,16.93,sedang
8,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 8a_3_2.png,5.02,16.93,sedang
8,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 8a_4_0.png,4.86,14.2,sedang
8,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 8a_4_1.png,4.86,14.2,sedang
8,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 8a_4_2.png,4.86,14.2,sedang
8,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 8a_5_0.png,4.61,9.54,sedang
8,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 8a_5_1.png,4.61,9.54,sedang
8,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 8a_5_2.png,4.61,9.54,sedang
8,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 8b_3_0.png,5.02,16.93,sedang
8,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 8b_3_1.png,5.02,16.93,sedang
8,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 8b_3_2.png,5.02,16.93,sedang
8,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 8b_4_0.png,4.86,14.2,sedang
8,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 8b_4_1.png,4.86,14.2,sedang
8,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 8b_4_2.png,4.86,14.2,sedang
8,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 8b_5_0.png,4.61,9.54,sedang
8,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 8b_5_1.png,4.61,9.54,sedang
8,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 8b_5_2.png,4.61,9.54,sedang
9,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 9a_3_0.png,3.29,23.4,sedang
9,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 9a_3_1.png,3.29,23.4,sedang
9,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 9a_3_2.png,3.29,23.4,sedang
9,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 9a_4_0.png,3.15,20,sedang
9,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 9a_4_1.png,3.15,20,sedang
9,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 9a_4_2.png,3.15,20,sedang
9,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 9a_5_0.png,3.05,17.38,sedang
9,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 9a_5_1.png,3.05,17.38,sedang
9,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 9a_5_2.png,3.05,17.38,sedang
9,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 9b_3_0.png,3.29,23.4,sedang
9,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 9b_3_1.png,3.29,23.4,sedang
9,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 9b_3_2.png,3.29,23.4,sedang
9,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 9b_4_0.png,3.15,20,sedang
9,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 9b_4_1.png,3.15,20,sedang
9,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 9b_4_2.png,3.15,20,sedang
9,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 9b_5_0.png,3.05,17.38,sedang
9,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 9b_5_1.png,3.05,17.38,sedang
9,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 9b_5_2.png,3.05,17.38,sedang
10,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 10a_3_0.png,3.9,18.97,sedang
10,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 10a_3_1.png,3.9,18.97,sedang
10,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 10a_3_2.png,3.9,18.97,sedang
10,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 10a_4_0.png,3.79,16.62,sedang
10,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 10a_4_1.png,3.79,16.62,sedang
10,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 10a_4_2.png,3.79,16.62,sedang
10,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 10a_5_0.png,3.69,14.36,sedang
10,/content/dataset/cabai_merah_keriting_augmented2/sedang/Cabai 10a_5_1.png,3.69,14.36,sedang
